GW_LCDM_fiducial_MG_2_set_a.txtz Dl sigma Dl_gw Dl_gw_a Dl_gw_b Dl_gw_c Dl_gw_2_a Dl_gw_2_b Dl_gw_2_c
0.12329541433 0.5812157700702397 0.010752686758751741 0.5768176783195723 0.5866197971482238 0.5856174757459953 0.5898522720451698 0.582107139817298 0.581906848152093 0.5825176764125063
0.124037021601 0.5913015169674305 0.009341955235024395 0.5868052375797682 0.5967732408162816 0.5957564609105042 0.600041846072064 0.5922133912065481 0.5920085045555289 0.5926334009510799
0.181252639169 0.9179364608956811 0.037903254213556566 0.9085567385152682 0.9255418898714037 0.9240752698491485 0.929962894669214 0.9199347861566687 0.9194878262215722 0.9208600578955699
0.182466262501 0.935396693153198 0.024680715973415143 0.9257911156379465 0.9460517504096717 0.944301382642968 0.9529453271307414 0.9374451954755346 0.9369870556978195 0.9383938028297034
0.193744837132 0.9277257675933096 0.04909547756979549 0.9177696554957758 0.9381865155931274 0.9364521448328186 0.9449175805199529 0.9298688046818193 0.9293899394134768 0.9308621789953517
0.19427142906800002 1.0605716333818127 0.044789147764093935 1.0491673348915027 1.0709941872080928 1.069107008291652 1.0773340542943652 1.0630274452292223 1.062478712093822 1.064165854533388
0.195788791916 1.0203184016585212 0.02287484822996596 1.0092847063370716 1.0317037433135843 1.0297991807788924 1.0389907225803567 1.0226973472093561 1.022165851144532 1.02380027157088
0.209347838315 1.0661875419710058 0.026263219716200336 1.0540892592883322 1.0758978649922355 1.0740824497478416 1.081673229220719 1.0688247253450993 1.0682361432549197 1.070048819828968
0.217087680201 1.13497799129446 0.03588558737180768 1.121764156448543 1.1422954143087298 1.1408043854892678 1.1463664199114973 1.1378761522680252 1.1372297017922146 1.1392222826181706
0.220904459374 1.1207736014010439 0.031214855510871126 1.1075647147503733 1.130045329584385 1.1282565916640732 1.135433137256815 1.123679433130842 1.1230314576460427 1.1250295683876206
0.22308519852800002 1.1243414328477073 0.06693564417592 1.1109993339207742 1.130700607015052 1.1293792370835636 1.1341801757987635 1.1272816163634791 1.1266260879633045 1.1286479673287753
