z_true z_phot COR_val
0.076987 0.08417 -0.007182999999999995
0.077001 0.055768 0.021233000000000002
0.077048 0.054007 0.023041000000000006
0.077106 0.070904 0.006201999999999999
0.077161 0.078577 -0.0014160000000000006
0.077207 0.030449 0.046757999999999994
0.077236 0.095428 -0.018192
0.077242 0.128875 -0.051632999999999984
0.077251 0.079545 -0.0022940000000000044
0.077343 0.07792 -0.0005770000000000081
0.077373 0.103816 -0.026443000000000008
0.077443 0.092675 -0.015231999999999996
0.077496 0.084273 -0.006777000000000005
0.077522 0.077641 -0.00011900000000000799
0.077523 0.226575 -0.14905200000000002
0.077558 0.08018 -0.0026219999999999993
0.077591 0.092291 -0.014700000000000005
0.077598 0.259095 -0.18149700000000002
0.077626 0.082706 -0.005080000000000001
0.077626 0.0947 -0.017074000000000006
0.077673 0.103461 -0.02578799999999999
0.077723 0.097888 -0.020165000000000002
0.077746 0.056013 0.021732999999999995
0.07779 0.079813 -0.002022999999999997
0.077863 0.096729 -0.018865999999999994
0.077868 0.094463 -0.016595
0.077913 0.054404 0.023508999999999995
0.078059 0.079985 -0.0019259999999999972
0.078091 0.101483 -0.02339200000000001
0.078093 0.07791 0.0001830000000000026
0.078139 0.078126 1.2999999999999123e-05
0.078167 0.09286 -0.014692999999999998
0.078182 0.081385 -0.0032029999999999975
0.078199 0.078084 0.00011500000000000399
0.078297 0.083392 -0.005094999999999988
0.078318 0.05646 0.021857999999999995
0.078324 0.07287 0.0054540000000000005
0.078326 0.090215 -0.011888999999999997
0.078327 0.082302 -0.003975000000000006
0.078329 0.079696 -0.001367000000000007
0.078335 0.081434 -0.0030990000000000045
0.078395 0.055475 0.02292000000000001
0.078407 0.131187 -0.052779999999999994
0.07853 0.084337 -0.005806999999999993
0.078563 0.055014 0.023548999999999994
0.078589 0.081579 -0.0029899999999999927
0.078599 0.079345 -0.0007459999999999967
0.078613 0.056549 0.022064
0.078641 0.093746 -0.015104999999999993
0.078666 0.077641 0.0010249999999999981
0.078673 0.07902 -0.0003470000000000001
0.078701 0.079362 -0.0006610000000000088
0.078703 0.09904 -0.020337000000000008
0.078741 0.056679 0.022062000000000005
0.078763 0.094318 -0.015555
0.078764 0.081579 -0.002814999999999998
0.078797 0.132687 -0.05388999999999999
0.0788 0.097617 -0.018817
0.078805 0.055769 0.023036
0.078836 0.082282 -0.0034459999999999907
0.078848 0.07086 0.007987999999999995
0.078877 0.076058 0.002819000000000002
0.078892 0.055492 0.023400000000000004
0.078952 0.081565 -0.002613000000000004
0.079025 0.078732 0.0002930000000000016
0.079106 0.093566 -0.01446
0.079146 0.094948 -0.01580200000000001
0.079192 0.08172 -0.0025280000000000025
0.079287 0.079504 -0.00021700000000000885
0.079437 0.077937 0.0014999999999999875
0.079495 0.056 0.023494999999999995
0.079506 0.078059 0.00144699999999999
0.079529 0.056434 0.023095000000000004
0.079535 0.079838 -0.0003030000000000116
0.079547 0.081804 -0.002256999999999995
0.079588 0.117868 -0.038279999999999995
0.079648 0.068977 0.010671
0.079673 0.114851 -0.035178
0.079694 0.078741 0.0009529999999999955
0.079695 0.097098 -0.017403000000000002
0.07971 0.096574 -0.01686399999999999
0.079742 0.053921 0.025820999999999997
0.079773 0.090553 -0.010779999999999998
0.079784 0.069304 0.01047999999999999
0.079791 0.08417 -0.004378999999999994
0.079795 0.090716 -0.010921
0.079839 0.094772 -0.014933000000000002
0.079854 0.078702 0.0011520000000000002
0.079869 0.133564 -0.05369499999999999
0.079898 0.057445 0.022452999999999994
0.079924 0.048709 0.031214999999999993
0.079989 0.102904 -0.02291499999999999
0.080048 0.085327 -0.005279000000000006
0.080057 0.099754 -0.019696999999999992
0.080154 0.096574 -0.01641999999999999
0.080164 0.096222 -0.016058000000000003
0.080169 0.080697 -0.0005280000000000007
0.080179 0.070868 0.009311
0.080202 0.07453 0.0056719999999999965
0.080279 0.078247 0.002032000000000006
0.080303 0.07791 0.0023930000000000062
0.08032 0.096852 -0.01653199999999999
0.080374 0.081907 -0.0015329999999999927
0.080457 0.078555 0.001902000000000001
0.080545 0.085087 -0.0045419999999999905
0.080551 0.105767 -0.025216000000000002
0.080558 0.069153 0.011404999999999998
0.080641 0.097424 -0.016782999999999992
0.080667 0.081579 -0.0009119999999999961
0.080862 0.076882 0.003979999999999997
0.080869 0.073433 0.007435999999999998
0.080871 0.077213 0.0036579999999999946
0.080877 0.078735 0.002142000000000005
0.08092 0.061806 0.019114000000000006
0.080938 0.106096 -0.025158
0.080995 0.079439 0.0015560000000000018
0.081001 0.056924 0.024077
0.081043 0.09756 -0.01651699999999999
0.081093 0.074646 0.006446999999999994
0.081145 0.054587 0.026558
0.081174 0.085087 -0.003913
0.081216 0.106478 -0.025262000000000007
0.081227 0.09568 -0.014453000000000008
0.081326 0.185875 -0.10454900000000002
0.081369 0.099303 -0.017934000000000005
0.081401 0.056259 0.025141999999999998
0.081493 0.099958 -0.01846500000000001
0.081497 0.058861 0.022636000000000003
0.081663 0.096255 -0.014591999999999994
0.081671 0.085433 -0.0037620000000000015
0.081724 0.083519 -0.001794999999999991
0.081859 0.078622 0.0032370000000000038
0.081953 0.078322 0.0036309999999999953
0.081976 0.096613 -0.014637000000000011
0.081999 0.259095 -0.17709600000000003
0.082117 0.126156 -0.044038999999999995
0.082168 0.069414 0.012754000000000001
0.082236 0.069077 0.013159000000000004
0.082302 0.087667 -0.005364999999999995
0.082481 0.054725 0.027755999999999996
0.082587 0.080475 0.002111999999999989
0.082601 0.105444 -0.022843000000000002
0.082608 0.081566 0.0010420000000000013
0.082653 0.0782 0.004452999999999999
0.082688 0.078378 0.004309999999999994
0.08275 0.196184 -0.113434
0.082761 0.084008 -0.0012469999999999981
0.082813 0.082869 -5.6000000000000494e-05
0.082814 0.078314 0.004500000000000004
0.082869 0.079342 0.0035270000000000024
0.082971 0.083804 -0.0008330000000000004
0.082997 0.082916 8.099999999999774e-05
0.08303 0.106082 -0.02305199999999999
0.083136 0.078348 0.004788000000000001
0.08318 0.084253 -0.0010729999999999906
0.083195 0.098799 -0.015603999999999993
0.083224 0.083392 -0.0001679999999999876
0.083285 0.077928 0.005357000000000001
0.083387 0.054007 0.029380000000000003
0.083397 0.097316 -0.013919
0.083447 0.1991 -0.115653
0.083528 0.055355 0.028173000000000004
0.083663 0.078563 0.005100000000000007
0.083792 0.078435 0.005357000000000001
0.083917 0.105483 -0.021565999999999988
0.083959 0.108761 -0.02480199999999999
0.083963 0.081169 0.002793999999999991
0.084089 0.080082 0.004006999999999997
0.08416 0.09044 -0.006280000000000008
0.08417 0.088709 -0.004539000000000001
0.08422 0.061628 0.022592
0.084237 0.076947 0.007290000000000005
0.084322 0.079526 0.004795999999999995
0.084328 0.259095 -0.174767
0.084395 0.152594 -0.06819900000000001
0.084467 0.094568 -0.010100999999999999
0.084529 0.115715 -0.03118599999999999
0.084578 0.079837 0.004740999999999995
0.084729 0.095782 -0.011053000000000007
0.084798 0.077153 0.007644999999999999
0.084871 0.081162 0.003709000000000004
0.084872 0.097691 -0.012818999999999997
0.084946 0.116794 -0.031848
0.084946 0.12228 -0.037334000000000006
0.085002 0.101693 -0.01669100000000001
0.085044 0.095181 -0.010137000000000007
0.085247 0.089576 -0.0043289999999999995
0.085251 0.094319 -0.009068000000000007
0.085296 0.08738 -0.0020840000000000025
0.085307 0.09286 -0.007553000000000004
0.085403 0.081598 0.003805000000000003
0.08559 0.079344 0.0062460000000000016
0.085686 0.092407 -0.006721000000000005
0.085766 0.078806 0.006959999999999994
0.085807 0.086288 -0.0004810000000000092
0.086054 0.074169 0.011885000000000007
0.086067 0.108172 -0.022105
0.086105 0.086233 -0.0001280000000000031
0.086115 0.063407 0.022707999999999992
0.086196 0.091591 -0.005395000000000011
0.086222 0.090091 -0.0038690000000000113
0.086262 0.109038 -0.02277599999999999
0.08627 0.055805 0.030465
0.086387 0.252564 -0.16617700000000002
0.086407 0.078853 0.007553999999999991
0.086437 0.077005 0.009431999999999996
0.086768 0.081875 0.004892999999999995
0.086779 0.111143 -0.02436400000000001
0.08705 0.115147 -0.028096999999999997
0.087077 0.105421 -0.018344
0.087772 0.077252 0.010520000000000002
0.088354 0.078585 0.009769
0.088394 0.080846 0.007547999999999999
0.089089 0.09226 -0.0031709999999999933
0.089269 0.080816 0.008453000000000002
0.089409 0.208843 -0.119434
0.089836 0.101879 -0.012042999999999998
0.089897 0.079416 0.010481000000000004
0.089928 0.094958 -0.005030000000000007
0.090292 0.077707 0.012584999999999999
0.090418 0.132278 -0.04186000000000001
0.09045 0.079069 0.011381000000000002
0.090634 0.094491 -0.0038569999999999993
0.090666 0.081804 0.008861999999999995
0.09075 0.070183 0.020567000000000002
0.090988 0.077849 0.013138999999999998
0.091014 0.077819 0.013194999999999998
0.09103 0.098683 -0.007653000000000007
0.091319 0.09836 -0.007041000000000006
0.091619 0.075107 0.016512000000000013
0.091647 0.130042 -0.038394999999999985
0.091676 0.095012 -0.0033360000000000056
0.091688 0.023732 0.067956
0.092197 0.110254 -0.018057000000000004
0.092364 0.128017 -0.03565299999999999
0.092643 0.129931 -0.03728799999999999
0.093253 0.10384 -0.010587
0.093258 0.081342 0.011915999999999996
0.093302 0.234833 -0.141531
0.093576 0.088674 0.004902000000000004
0.09375 0.078384 0.015366000000000005
0.093769 0.079469 0.014300000000000007
0.093819 0.083491 0.010328000000000004
0.093833 0.079253 0.014579999999999996
0.093846 0.094095 -0.0002489999999999992
0.093977 0.08017 0.013807
0.094267 0.10731 -0.013042999999999999
0.094314 0.08086 0.013453999999999994
0.094347 0.096558 -0.0022110000000000046
0.094362 0.063407 0.030954999999999996
0.094411 0.089862 0.0045489999999999975
0.094414 0.160462 -0.066048
0.09443 0.115847 -0.021417000000000005
0.094449 0.078726 0.015723
0.094584 0.023933 0.070651
0.094598 0.091221 0.003377000000000005
0.094743 0.083642 0.011101
0.094764 0.083556 0.011207999999999996
0.094789 0.095538 -0.0007489999999999997
0.094861 0.077722 0.017139
0.094906 0.094494 0.0004120000000000096
0.094954 0.077868 0.01708599999999999
0.094958 0.107813 -0.012855000000000005
0.094974 0.112786 -0.017811999999999995
0.095045 0.075926 0.01911900000000001
0.095072 0.080377 0.014695
0.095164 0.083392 0.011772000000000005
0.095166 0.084361 0.010804999999999995
0.095168 0.109733 -0.014564999999999995
0.095377 0.077153 0.018224000000000004
0.095381 0.096613 -0.0012320000000000109
0.095384 0.081837 0.013547000000000003
0.095401 0.050598 0.044803
0.095507 0.106074 -0.010567000000000007
0.095548 0.092731 0.002817
0.095637 0.104103 -0.008466000000000001
0.095652 0.051258 0.044394
0.095709 0.106239 -0.010529999999999998
0.095746 0.079344 0.016402
0.095767 0.098572 -0.002805000000000002
0.095782 0.097067 -0.0012849999999999945
0.095821 0.106203 -0.010382000000000002
0.095859 0.093938 0.001921000000000006
0.095863 0.080061 0.01580200000000001
0.095912 0.149236 -0.05332400000000001
0.096033 0.07885 0.01718299999999999
0.096084 0.122821 -0.026736999999999997
0.096206 0.079865 0.016340999999999994
0.096222 0.198213 -0.101991
0.096297 0.078384 0.017913
0.09632 0.095502 0.0008179999999999993
0.096383 0.133298 -0.036915
0.096397 0.081266 0.015130999999999992
0.096442 0.105388 -0.008945999999999996
0.09645 0.08584 0.010609999999999994
0.096451 0.089856 0.00659499999999999
0.096454 0.072544 0.02391
0.096488 0.131712 -0.03522399999999999
0.09655 0.078028 0.018521999999999997
0.096601 0.094173 0.0024279999999999996
0.096609 0.09044 0.006168999999999994
0.096687 0.100038 -0.0033510000000000068
0.096696 0.115177 -0.018480999999999997
0.096717 0.098436 -0.0017189999999999983
0.096734 0.073605 0.023128999999999997
0.096838 0.096868 -3.0000000000002247e-05
0.096858 0.108459 -0.011601
0.096914 0.123795 -0.026881000000000002
0.096996 0.117063 -0.020067
0.097076 0.096117 0.0009590000000000015
0.097093 0.092114 0.004978999999999997
0.097099 0.562819 -0.46571999999999997
0.097132 0.103282 -0.006150000000000003
0.097153 0.079421 0.017731999999999998
0.097199 0.077145 0.02005399999999999
0.097221 0.076984 0.020237000000000005
0.097244 0.111143 -0.013899000000000009
0.097285 0.078836 0.018448999999999993
0.097335 0.263842 -0.16650700000000002
0.097347 0.10817 -0.010823
0.097357 0.132643 -0.03528600000000001
0.097458 0.093746 0.003712000000000007
0.097577 0.080457 0.017119999999999996
0.097606 0.106292 -0.008686
0.097617 0.079889 0.017727999999999994
0.097656 0.094745 0.002911000000000011
0.097691 0.080287 0.017404000000000003
0.097738 0.11209 -0.01435199999999999
0.097768 0.098197 -0.0004290000000000127
0.097821 0.097776 4.500000000000337e-05
0.097937 0.128299 -0.030362
0.098148 0.090345 0.007803000000000004
0.098211 0.099099 -0.0008879999999999999
0.098634 0.076135 0.022499000000000005
0.09877 0.13226 -0.03348999999999999
0.099082 0.114667 -0.015585000000000002
0.09919 0.078701 0.020489000000000007
0.099379 0.116088 -0.016709
0.099382 0.108092 -0.008709999999999996
0.099584 0.080713 0.018871000000000013
0.09985 0.100321 -0.0004709999999999992
0.099896 0.055492 0.044404
0.099958 0.096187 0.0037710000000000105
0.100203 0.097358 0.0028450000000000003
0.100355 0.093892 0.0064629999999999965
0.100357 0.098028 0.0023289999999999977
0.100446 0.257296 -0.15685000000000004
0.101168 0.129225 -0.028057000000000012
0.10158 0.106217 -0.004637000000000002
0.101643 0.111684 -0.010041000000000008
0.101693 0.054037 0.047656000000000004
0.101945 0.095548 0.006397
0.102133 0.080751 0.021381999999999998
0.102249 0.132696 -0.030447000000000002
0.102434 0.112075 -0.009640999999999997
0.102942 0.098324 0.004618000000000011
0.102985 0.057858 0.045126999999999994
0.103031 0.079439 0.023592000000000002
0.103097 0.084917 0.018179999999999988
0.103243 0.090525 0.012718000000000007
0.10325 0.094737 0.008512999999999993
0.103637 0.097691 0.005946000000000007
0.103816 0.054712 0.04910400000000001
0.104042 0.12607 -0.022027999999999992
0.10405 0.077904 0.026146000000000003
0.104076 0.117827 -0.013751
0.104398 0.097027 0.0073710000000000025
0.105142 0.085232 0.019909999999999997
0.105421 0.113808 -0.008387000000000006
0.105473 0.081169 0.024303999999999992
0.105504 0.086297 0.019207000000000002
0.105602 0.081974 0.023627999999999996
0.105679 0.116644 -0.010965000000000003
0.105777 0.115847 -0.01007000000000001
0.105869 0.093416 0.012453000000000006
0.105874 0.079573 0.02630099999999999
0.106202 0.108092 -0.001889999999999989
0.106217 0.097359 0.008858000000000005
0.10638 0.023076 0.083304
0.1066 0.093455 0.013145000000000004
0.106927 0.084461 0.022466
0.107067 0.132325 -0.025258000000000003
0.107268 0.115546 -0.008277999999999994
0.107363 0.104569 0.002794000000000005
0.107387 0.097763 0.009623999999999994
0.10747 0.115847 -0.00837700000000001
0.107708 0.082957 0.024750999999999995
0.108092 0.109203 -0.0011110000000000009
0.108241 0.114368 -0.0061269999999999936
0.108334 0.104441 0.0038929999999999937
0.108755 0.034849 0.073906
0.109047 0.081437 0.02761000000000001
0.109084 0.103282 0.005802000000000002
0.10909 0.1176 -0.00850999999999999
0.109187 0.096057 0.013130000000000003
0.109754 0.13222 -0.022466
0.109807 0.081804 0.028003
0.11067 0.12083 -0.010160000000000002
0.110813 0.107303 0.0035099999999999992
0.111162 0.132166 -0.02100400000000001
0.111684 0.111684 0.0
0.111848 0.115453 -0.003604999999999997
0.111873 0.130298 -0.018424999999999997
0.112039 0.096187 0.015852000000000005
0.112118 0.05834 0.05377799999999999
0.112265 0.130134 -0.017868999999999996
0.112287 0.093931 0.018355999999999997
0.112576 0.107988 0.004587999999999995
0.112972 0.128431 -0.015458999999999987
0.113115 0.101999 0.011115999999999987
0.113155 0.216242 -0.10308699999999998
0.113395 0.09479 0.018604999999999997
0.113437 0.133838 -0.020401000000000016
0.113475 0.05541 0.058065000000000005
0.113754 0.10817 0.005583999999999992
0.113863 0.12423 -0.010366999999999987
0.113924 0.130476 -0.01655200000000001
0.114034 0.099421 0.014613000000000001
0.114262 0.129498 -0.015236
0.114432 0.077348 0.037084000000000006
0.11462 0.201142 -0.08652199999999999
0.114778 0.107751 0.0070270000000000055
0.114794 0.09776 0.017033999999999994
0.114809 0.113029 0.00177999999999999
0.114943 0.133577 -0.018633999999999998
0.115003 0.11439 0.0006129999999999886
0.115117 0.113664 0.001452999999999996
0.11518 0.119332 -0.004151999999999989
0.115323 0.088935 0.026387999999999995
0.115389 0.145568 -0.030178999999999997
0.115406 0.131583 -0.01617700000000001
0.115416 0.130558 -0.015142000000000003
0.115512 0.118778 -0.003265999999999991
0.115609 0.081694 0.033915
0.115614 0.123795 -0.008181000000000008
0.115663 0.08465 0.031013
0.115789 0.08317 0.03261900000000001
0.115975 0.107443 0.008531999999999998
0.116156 0.096041 0.020114999999999994
0.116218 0.132894 -0.01667600000000001
0.116359 0.094586 0.021773
0.116385 0.123463 -0.007078000000000001
0.116874 0.080971 0.035903000000000004
0.116955 0.085811 0.031144000000000005
0.117128 0.122809 -0.0056810000000000055
0.117409 0.112629 0.004779999999999993
0.117441 0.1247 -0.0072590000000000016
0.117468 0.108886 0.008582000000000006
0.117669 0.082916 0.03475299999999999
0.117725 0.128059 -0.01033400000000001
0.117757 0.109639 0.008118
0.117763 0.12086 -0.0030969999999999887
0.118005 0.097794 0.020210999999999993
0.118261 0.127703 -0.009442000000000006
0.11837 0.107565 0.010805000000000009
0.118729 0.122429 -0.003699999999999995
0.119208 0.263827 -0.144619
0.119373 0.111649 0.007724000000000009
0.119387 0.094432 0.02495499999999999
0.119772 0.078382 0.04139000000000001
0.119989 0.10492 0.015068999999999999
0.120098 0.127346 -0.0072479999999999906
0.120148 0.093401 0.026747000000000007
0.120162 0.171114 -0.05095199999999998
0.121444 0.115451 0.005992999999999998
0.121882 0.080702 0.04118000000000001
0.122037 0.121018 0.001019000000000006
0.122122 0.144603 -0.022481000000000015
0.122429 0.094106 0.028323
0.122498 0.120441 0.0020569999999999894
0.122531 0.117727 0.004804000000000003
0.12258 0.090492 0.03208799999999999
0.122657 0.097417 0.02524
0.122885 0.102944 0.019941
0.12298 0.131152 -0.008171999999999985
0.123075 0.14864 -0.02556499999999999
0.123289 0.131457 -0.008167999999999995
0.123663 0.094595 0.029067999999999997
0.123805 0.128807 -0.0050020000000000064
0.123935 0.130857 -0.006921999999999998
0.12395 0.132201 -0.008251000000000008
0.123977 0.1348 -0.010823
0.124044 0.090173 0.033871
0.124088 0.127915 -0.003826999999999997
0.124697 0.09432 0.030377
0.124749 0.132143 -0.007394000000000012
0.124776 0.127126 -0.002349999999999991
0.125177 0.100296 0.024881000000000014
0.125177 0.105425 0.019752000000000006
0.125341 0.116459 0.008882000000000015
0.125503 0.127815 -0.0023120000000000085
0.125814 0.125224 0.0005900000000000072
0.125927 0.132931 -0.0070039999999999825
0.125982 0.095957 0.03002500000000001
0.126449 0.075844 0.05060500000000001
0.126541 0.148397 -0.021856000000000014
0.126846 0.132102 -0.005256000000000011
0.126865 0.143623 -0.016757999999999995
0.126891 0.122971 0.003920000000000007
0.126963 0.120078 0.006884999999999988
0.12698 0.124077 0.002903000000000003
0.127031 0.140339 -0.013307999999999987
0.127032 0.127468 -0.00043599999999999195
0.127035 0.03009 0.096945
0.127068 0.120448 0.006619999999999987
0.127191 0.105684 0.021507
0.127316 0.144603 -0.017286999999999997
0.127344 0.145361 -0.018016999999999977
0.12739 0.131409 -0.004018999999999995
0.12747 0.130611 -0.003141000000000005
0.127517 0.115627 0.011889999999999998
0.127572 0.117974 0.009597999999999995
0.127584 0.127723 -0.00013900000000000023
0.12761 0.13308 -0.005470000000000003
0.127651 0.101252 0.026398999999999992
0.127744 0.151532 -0.023788000000000004
0.127763 0.133718 -0.005955000000000016
0.12783 0.132052 -0.0042220000000000035
0.127923 0.168844 -0.040920999999999985
0.127926 0.129498 -0.00157199999999999
0.127992 0.080713 0.047279
0.128098 0.160462 -0.032364000000000004
0.12815 0.129102 -0.0009520000000000084
0.128171 0.141775 -0.013604000000000005
0.1282 0.09776 0.03044000000000001
0.128267 0.132003 -0.003736000000000017
0.128319 0.147961 -0.01964200000000002
0.128366 0.139118 -0.010751999999999984
0.128428 0.150014 -0.021586000000000022
0.128478 0.120934 0.007544000000000009
0.128539 0.094306 0.034232999999999986
0.128541 0.09003 0.03851099999999999
0.128557 0.118278 0.01027900000000001
0.128582 0.141108 -0.01252600000000001
0.128702 0.116078 0.01262400000000001
0.128818 0.128582 0.00023599999999998622
0.128893 0.1311 -0.0022069999999999868
0.128935 0.122809 0.0061259999999999926
0.128952 0.132405 -0.003452999999999984
0.128957 0.131263 -0.0023060000000000025
0.128966 0.089152 0.039814
0.129032 0.133155 -0.004122999999999988
0.129102 0.128047 0.0010550000000000004
0.129189 0.109748 0.019441
0.129218 0.072815 0.056402999999999995
0.129289 0.11111 0.018178999999999987
0.129441 0.157408 -0.027966999999999992
0.129533 0.084779 0.044754000000000016
0.129716 0.126771 0.002945000000000003
0.129772 0.133588 -0.003816000000000014
0.129834 0.115938 0.013896000000000006
0.130054 0.133538 -0.003483999999999987
0.130092 0.118033 0.012059000000000014
0.130135 0.132508 -0.0023729999999999862
0.130148 0.081598 0.04855000000000001
0.130305 0.152139 -0.021833999999999992
0.130309 0.116086 0.014223000000000013
0.13035 0.121544 0.008805999999999994
0.130353 0.57718 -0.44682700000000003
0.130446 0.131984 -0.0015379999999999838
0.130538 0.130169 0.00036899999999998045
0.130564 0.179947 -0.04938299999999998
