zphoto zspec COR_val
0.500354 0.356995 -0.14335899999999996
0.491982 0.358028 -0.13395399999999996
0.237966 0.358405 0.12043899999999996
0.515277 0.358461 -0.156816
0.501278 0.358611 -0.142667
0.215214 0.35865 0.14343600000000004
0.505927 0.358713 -0.147214
0.449165 0.358721 -0.09044399999999997
0.454752 0.359055 -0.09569699999999998
0.447938 0.359329 -0.088609
0.502488 0.359408 -0.14308000000000004
0.473915 0.359428 -0.11448699999999995
0.451831 0.359827 -0.09200399999999997
0.486414 0.359945 -0.126469
0.452523 0.360164 -0.09235900000000002
0.452242 0.360218 -0.092024
0.27949 0.36053 0.08104
0.499179 0.360768 -0.138411
0.463513 0.360804 -0.102709
0.522947 0.361045 -0.16190200000000005
0.502502 0.361186 -0.141316
0.266075 0.361374 0.09529899999999997
0.45259 0.361685 -0.09090500000000001
0.476055 0.361808 -0.11424699999999999
0.473416 0.36186 -0.11155599999999999
0.462741 0.361942 -0.10079900000000003
0.451844 0.362126 -0.08971800000000002
0.508706 0.362187 -0.146519
0.454513 0.362283 -0.09222999999999998
0.473363 0.362338 -0.11102499999999998
0.456704 0.362353 -0.09435100000000002
0.451902 0.362417 -0.08948500000000004
0.485001 0.362578 -0.122423
0.454752 0.36273 -0.09202199999999999
0.498736 0.362751 -0.13598500000000002
0.511043 0.363082 -0.147961
0.453778 0.363234 -0.09054400000000001
0.519987 0.36351 -0.15647699999999998
0.459071 0.363519 -0.09555200000000003
0.471133 0.36357 -0.10756300000000002
0.473576 0.363963 -0.10961300000000002
0.52691 0.363979 -0.162931
0.524973 0.364098 -0.16087500000000005
0.455527 0.364103 -0.091424
0.497833 0.364588 -0.133245
0.265539 0.364784 0.09924499999999997
0.475029 0.364931 -0.11009799999999997
0.501557 0.365063 -0.136494
0.498087 0.365129 -0.13295800000000002
0.491622 0.365208 -0.12641400000000003
0.215786 0.365515 0.14972899999999997
0.50445 0.365577 -0.13887299999999997
0.505647 0.365711 -0.13993599999999995
0.492908 0.365788 -0.12712
0.498679 0.365953 -0.132726
0.454765 0.366066 -0.08869899999999997
0.516646 0.366104 -0.15054200000000006
0.456888 0.366549 -0.090339
0.498165 0.366633 -0.13153200000000004
0.472293 0.366859 -0.10543400000000003
0.47805 0.367337 -0.11071299999999995
0.474677 0.367501 -0.107176
0.260818 0.367653 0.10683500000000001
0.471522 0.367739 -0.10378300000000001
0.28605 0.367812 0.08176199999999995
0.474412 0.36785 -0.10656199999999999
0.459947 0.367937 -0.09200999999999998
0.45743 0.367939 -0.08949099999999999
0.486272 0.368401 -0.117871
0.196761 0.368815 0.172054
0.280274 0.369197 0.08892299999999997
0.488824 0.369336 -0.11948799999999998
0.462502 0.369432 -0.09307000000000004
0.476776 0.369999 -0.10677699999999996
0.470331 0.370102 -0.10022900000000001
0.473416 0.37054 -0.10287600000000002
0.498405 0.370652 -0.127753
0.47656 0.370719 -0.10584099999999996
0.494506 0.370758 -0.12374800000000002
0.472336 0.370874 -0.101462
0.472928 0.370964 -0.101964
0.464284 0.371078 -0.09320599999999996
0.209162 0.371196 0.16203400000000004
0.504024 0.371492 -0.13253200000000004
0.46539 0.371624 -0.09376600000000002
0.463932 0.371688 -0.09224399999999999
0.486808 0.371876 -0.11493200000000003
0.47532 0.372107 -0.103213
0.507607 0.372313 -0.13529400000000003
0.492908 0.372326 -0.12058200000000002
0.480491 0.372451 -0.10804000000000002
0.487806 0.372725 -0.11508100000000004
0.285745 0.373341 0.08759599999999995
0.49983 0.373772 -0.126058
0.46302 0.374355 -0.088665
0.485778 0.374671 -0.11110700000000001
0.46385 0.374889 -0.08896100000000001
0.491484 0.37512 -0.11636399999999997
0.479862 0.375131 -0.10473100000000002
0.498736 0.37522 -0.12351600000000001
0.273729 0.375549 0.10182000000000002
0.508925 0.375589 -0.13333599999999995
0.498736 0.375877 -0.122859
0.503384 0.376262 -0.12712200000000007
0.47442 0.376354 -0.09806599999999999
0.16869 0.376407 0.20771699999999998
0.466895 0.376503 -0.09039200000000003
0.298188 0.376584 0.07839599999999997
0.475958 0.376811 -0.09914699999999999
0.466495 0.376969 -0.089526
0.506212 0.376986 -0.129226
0.507598 0.377005 -0.13059300000000001
0.490939 0.377143 -0.11379600000000001
0.274888 0.377193 0.10230499999999998
0.472206 0.377219 -0.09498699999999999
0.47848 0.377498 -0.10098200000000002
0.532352 0.377606 -0.15474600000000005
0.48123 0.377683 -0.103547
0.515277 0.377723 -0.137554
0.277607 0.377924 0.10031699999999999
0.467075 0.37808 -0.08899499999999999
0.491338 0.378679 -0.11265900000000001
0.517107 0.378914 -0.138193
0.486286 0.379084 -0.10720200000000002
0.517156 0.379183 -0.13797299999999996
0.47758 0.379278 -0.098302
0.49999 0.379416 -0.12057400000000001
0.257917 0.379447 0.12152999999999997
0.486617 0.379536 -0.10708100000000004
0.520002 0.379584 -0.140418
0.497877 0.379589 -0.118288
0.298071 0.379684 0.08161300000000005
0.486476 0.379721 -0.10675500000000004
0.278623 0.380025 0.10140199999999999
0.477292 0.38005 -0.097242
0.29656 0.380072 0.08351200000000003
0.508713 0.380116 -0.12859699999999996
0.491853 0.38021 -0.11164299999999999
0.487933 0.380884 -0.107049
0.511251 0.381083 -0.130168
0.499497 0.381338 -0.11815900000000001
0.473498 0.381515 -0.09198299999999998
0.507196 0.382316 -0.12487999999999999
0.211899 0.38398 0.17208099999999998
0.480094 0.384122 -0.095972
0.302689 0.384406 0.08171700000000004
0.522618 0.384629 -0.13798900000000003
0.483534 0.38491 -0.09862400000000004
0.511832 0.385218 -0.12661399999999995
0.481752 0.385312 -0.09644000000000003
0.492463 0.385759 -0.10670399999999997
0.307873 0.386566 0.07869300000000001
0.492341 0.386755 -0.10558599999999996
0.495583 0.386884 -0.10869899999999999
0.491787 0.38719 -0.104597
0.486095 0.387804 -0.09829100000000002
0.494498 0.388795 -0.10570299999999999
0.486891 0.388956 -0.097935
0.492908 0.389108 -0.1038
0.258499 0.389307 0.13080800000000004
0.481196 0.389424 -0.09177200000000002
0.487936 0.389585 -0.09835099999999997
0.484827 0.390004 -0.09482299999999999
0.26449 0.391178 0.12668800000000002
0.263808 0.391276 0.12746800000000003
0.273282 0.391669 0.11838699999999996
0.309761 0.392311 0.08255000000000001
0.313576 0.392395 0.07881899999999997
0.223373 0.39241 0.169037
0.505391 0.392899 -0.11249200000000004
0.496231 0.394148 -0.10208299999999998
0.501557 0.394228 -0.10732900000000001
0.504653 0.394281 -0.11037200000000003
0.500549 0.394314 -0.10623500000000002
0.486404 0.394782 -0.09162199999999998
0.312526 0.395068 0.08254199999999995
0.279536 0.395208 0.115672
0.181267 0.395472 0.21420499999999998
0.31 0.395752 0.085752
0.494885 0.39721 -0.09767500000000001
0.288633 0.398742 0.11010900000000001
0.531233 0.398982 -0.13225099999999995
0.494499 0.399881 -0.09461800000000004
0.310605 0.40111 0.090505
0.306509 0.401649 0.09514
0.319505 0.402574 0.083069
0.283253 0.40282 0.11956700000000003
0.523821 0.403348 -0.120473
0.507607 0.403851 -0.10375600000000001
0.312423 0.404223 0.09179999999999999
0.214108 0.404386 0.19027800000000003
0.30161 0.404459 0.10284900000000002
0.266329 0.405801 0.13947200000000004
0.507598 0.406644 -0.10095399999999999
0.310708 0.407132 0.09642400000000001
0.53625 0.410166 -0.12608400000000003
0.521786 0.410593 -0.11119299999999999
0.30734 0.410777 0.103437
0.331182 0.413125 0.08194300000000004
0.319305 0.413755 0.09444999999999998
0.325217 0.414045 0.08882800000000002
0.309474 0.414246 0.10477199999999998
0.505419 0.414835 -0.09058399999999994
0.258717 0.415651 0.15693400000000002
0.334788 0.416304 0.08151600000000003
0.509484 0.41687 -0.09261400000000003
0.274691 0.416922 0.142231
0.201049 0.41717 0.21612099999999998
0.543098 0.417255 -0.12584299999999998
0.322233 0.417649 0.095416
0.307631 0.417846 0.11021500000000001
0.259259 0.418048 0.15878899999999996
0.245953 0.418117 0.172164
0.523587 0.418188 -0.10539900000000002
0.326655 0.418295 0.09164
0.332968 0.418648 0.08568000000000003
0.291766 0.418724 0.12695799999999996
0.27002 0.419708 0.14968800000000004
0.513296 0.420274 -0.093022
0.319345 0.420435 0.10109000000000001
0.324285 0.421248 0.09696300000000002
0.332826 0.421601 0.08877499999999999
0.317872 0.422124 0.10425200000000001
0.53161 0.422626 -0.10898400000000003
0.288653 0.423491 0.134838
0.329417 0.424289 0.09487200000000001
0.319993 0.425169 0.10517599999999999
0.334298 0.425266 0.090968
0.283253 0.425501 0.14224800000000004
0.301671 0.425962 0.12429099999999998
0.540428 0.426638 -0.11379
0.333835 0.426986 0.09315099999999998
0.520093 0.427307 -0.09278600000000004
0.329619 0.427555 0.09793600000000002
0.309479 0.42773 0.118251
0.523199 0.427789 -0.09541
0.342842 0.427894 0.08505200000000002
0.347397 0.429581 0.08218399999999998
0.312147 0.429673 0.11752600000000002
0.334531 0.429699 0.09516799999999997
0.343558 0.429783 0.08622500000000005
0.347573 0.43029 0.08271699999999998
0.341877 0.430401 0.08852399999999999
0.329618 0.43052 0.10090199999999999
0.260533 0.431349 0.17081599999999997
0.347416 0.432049 0.08463300000000001
0.560778 0.432792 -0.127986
0.315699 0.432859 0.11715999999999999
0.335749 0.432944 0.09719499999999998
0.325548 0.433729 0.10818099999999997
0.309242 0.433762 0.12451999999999996
0.343362 0.434608 0.091246
0.325217 0.434661 0.10944400000000004
0.342895 0.436648 0.09375299999999998
0.342957 0.436796 0.093839
0.320261 0.437633 0.11737199999999998
0.549769 0.437901 -0.11186799999999997
0.35692 0.438472 0.08155199999999996
0.33322 0.438582 0.10536200000000001
0.284395 0.439668 0.155273
0.319345 0.439756 0.12041099999999999
0.336141 0.439814 0.10367299999999996
0.317006 0.440536 0.12352999999999997
0.340651 0.441138 0.10048699999999999
0.14879 0.44133 0.29254
0.292227 0.441559 0.14933199999999996
0.329618 0.441709 0.112091
0.35639 0.442604 0.08621400000000001
0.308033 0.442781 0.13474799999999998
0.343094 0.443308 0.10021399999999997
0.549993 0.443508 -0.10648499999999994
0.293253 0.44353 0.150277
0.281678 0.443602 0.161924
0.276979 0.443833 0.166854
0.327461 0.444402 0.11694100000000002
0.338208 0.444713 0.10650500000000002
0.332877 0.444975 0.11209800000000003
0.327083 0.445063 0.11797999999999997
0.36324 0.445644 0.08240399999999998
0.330758 0.445677 0.114919
0.299325 0.445931 0.14660600000000001
0.310168 0.446358 0.13618999999999998
0.315451 0.446381 0.13093
0.325225 0.446424 0.121199
0.349188 0.446466 0.09727799999999998
0.337355 0.446956 0.109601
0.311774 0.446974 0.1352
0.361034 0.447176 0.086142
0.333057 0.4472 0.114143
0.36392 0.447253 0.08333299999999999
0.361566 0.447356 0.08578999999999998
0.353363 0.447463 0.09410000000000002
0.343059 0.4475 0.104441
0.332818 0.44902 0.11620199999999997
0.363414 0.449065 0.08565099999999998
0.348229 0.44914 0.10091099999999997
0.313699 0.449171 0.13547199999999998
0.320935 0.449534 0.12859899999999996
0.367259 0.450273 0.08301399999999998
0.315759 0.45063 0.13487099999999996
0.364889 0.450961 0.08607199999999998
0.26449 0.451315 0.18682500000000002
0.368955 0.451371 0.08241600000000004
0.364095 0.452217 0.08812199999999998
0.340539 0.452265 0.11172599999999999
0.304769 0.452631 0.147862
0.308895 0.452776 0.14388100000000004
0.367581 0.452781 0.0852
0.354849 0.452831 0.09798199999999996
0.367879 0.452898 0.08501900000000001
0.263437 0.452898 0.18946100000000005
0.301201 0.452948 0.15174700000000002
0.241927 0.453687 0.21176
0.36882 0.453944 0.08512400000000003
0.363914 0.453993 0.09007899999999996
0.371532 0.45414 0.08260800000000001
0.261849 0.454474 0.192625
0.363265 0.454478 0.09121299999999999
0.347867 0.454515 0.10664800000000002
0.361637 0.454584 0.092947
0.367255 0.454698 0.08744299999999999
0.338813 0.454853 0.11604000000000003
0.357773 0.454921 0.09714800000000001
0.338131 0.455247 0.117116
0.363861 0.455499 0.091638
0.297996 0.455781 0.157785
0.278786 0.455816 0.17703000000000002
