zphoto zspec
0.435105 0.52405
0.414049 0.525035
1.201049 0.525133
0.310263 0.525446
0.435948 0.526261
0.394155 0.526892
0.190522 0.526903
0.359671 0.527358
0.367376 0.527526
0.308756 0.527547
0.36835 0.527834
0.130169 0.52787
0.314733 0.52791
0.18271 0.528474
0.233497 0.528843
0.254591 0.529033
0.253427 0.529078
0.27809 0.529367
0.178559 0.529697
0.263078 0.529726
0.302896 0.529772
0.266968 0.530111
0.38692 0.530211
0.257296 0.530669
0.398271 0.530802
0.315657 0.53104
0.354027 0.531187
0.273055 0.53161
0.306381 0.531614
0.430619 0.531839
0.215783 0.531855
2.700586 0.531896
0.209312 0.5331
0.180442 0.533141
0.292637 0.534107
0.19463 0.53412
0.291219 0.534199
0.288704 0.53463
0.316539 0.534746
0.201357 0.53478
0.419769 0.534784
0.35694 0.535417
0.430958 0.535577
0.246942 0.536207
0.238803 0.536737
0.1919 0.536872
0.157822 0.538799
0.434836 0.539184
0.179266 0.539622
0.180599 0.539899
0.216667 0.540667
0.221303 0.540949
0.225228 0.5412
0.277674 0.541871
2.456631 0.542421
0.453754 0.542557
0.453078 0.542685
0.181114 0.543221
0.167069 0.54465
0.338414 0.544679
0.217772 0.544957
0.356079 0.545017
0.271962 0.545268
0.446643 0.545437
0.324158 0.545461
0.401869 0.545707
0.26142 0.546075
0.250254 0.546337
0.225228 0.547011
0.208139 0.547336
0.201555 0.547673
0.24288 0.547798
0.361963 0.547919
0.448177 0.548562
0.198382 0.548847
0.197402 0.548858
0.252297 0.549862
0.325949 0.555296
0.282669 0.556201
0.308756 0.556871
0.249737 0.557154
0.369801 0.558733
0.180042 0.559476
0.308851 0.560138
0.348053 0.560362
0.274443 0.560578
0.263234 0.560636
0.170101 0.561993
0.23486 0.562751
1.027759 0.564836
0.229144 0.564966
0.276469 0.566145
0.285093 0.566283
0.054512 0.566287
0.248832 0.566629
0.258128 0.568187
0.684725 0.56832
0.280932 0.568333
0.679579 0.568383
0.311316 0.569094
0.233497 0.569237
0.249042 0.569298
0.463011 0.570091
0.673781 0.571151
0.121882 0.57189
0.183071 0.572236
0.081075 0.573416
0.182313 0.576203
0.734919 0.576494
0.091651 0.577171
0.260096 0.580059
0.484739 0.580076
0.710473 0.581368
0.31003 0.582233
0.233497 0.582311
0.722614 0.588055
0.495127 0.589201
0.196385 0.590552
0.091651 0.592586
0.152422 0.594706
0.091651 0.596923
0.831701 0.604487
0.249042 0.609741
0.829569 0.615714
0.763034 0.627491
0.764677 0.630815
0.554665 0.650723
2.482435 0.664122
1.824413 0.670768
0.558619 0.671005
0.558619 0.672968
0.794461 0.679539
0.798384 0.686011
0.802503 0.692944
0.856054 0.702563
0.842818 0.709206
0.594519 0.710632
0.888409 0.714167
0.865655 0.71962
0.835983 0.722963
0.862111 0.726032
0.62929 0.731149
0.86334 0.734005
0.859 0.736085
0.863176 0.742232
0.879152 0.744761
0.862995 0.750398
0.890581 0.753665
0.876676 0.756813
0.87221 0.757068
0.882634 0.758219
0.880097 0.758395
0.893442 0.758863
0.877168 0.759174
0.879239 0.762235
0.8778 0.764067
0.918669 0.764693
0.887294 0.765956
0.671407 0.772642
0.891247 0.774057
0.889783 0.774212
0.902583 0.77768
0.928832 0.777817
1.621965 0.777832
0.914267 0.786238
0.64823 0.78712
0.69102 0.792899
0.914899 0.795378
0.924735 0.796741
0.931967 0.803651
0.933232 0.803816
0.923597 0.806858
0.688185 0.809537
0.700606 0.812648
0.94589 0.81802
0.702371 0.818963
0.949618 0.820084
0.699632 0.820289
0.712082 0.822039
0.688238 0.824172
0.715777 0.827701
0.722274 0.828721
0.716121 0.830746
1.548666 0.831442
0.716833 0.833418
0.728267 0.83694
0.719435 0.83984
0.730401 0.840596
0.712409 0.842713
0.737869 0.843654
0.705619 0.844039
0.706071 0.846647
0.701843 0.847332
0.73495 0.84991
0.743433 0.850059
0.733931 0.851579
0.737216 0.858398
0.757952 0.864429
1.523195 0.864841
0.756093 0.867443
0.760024 0.86933
0.757141 0.870295
0.740976 0.870317
0.76375 0.871924
0.744496 0.871981
0.731252 0.872638
0.756047 0.873108
0.761815 0.876405
0.724561 0.876845
0.760931 0.877852
0.768413 0.878679
0.762325 0.882565
0.661294 0.884427
0.760204 0.885441
0.748886 0.886818
1.020543 0.890287
0.640649 0.890755
0.708336 0.891107
0.784787 0.893194
0.785939 0.893452
0.784648 0.89403
0.771696 0.894268
0.785848 0.89668
0.782429 0.896785
0.775965 0.907201
0.763585 0.908664
0.056413 0.919011
0.812715 0.922027
0.791554 0.927012
0.798464 0.92806
0.776039 0.930042
0.788652 0.931116
1.601861 0.933132
0.806312 0.94163
0.822524 0.943035
0.831658 0.943718
0.817444 0.94548
1.461126 0.946165
1.426382 0.947763
1.672667 0.949843
1.524944 0.95142
0.681576 0.952908
0.816561 0.954922
0.599362 0.957976
1.650967 0.961647
1.15444 0.962368
2.207569 0.965137
1.475109 0.970413
1.402469 0.974739
0.855235 0.976297
1.329791 0.978749
1.742652 0.982188
0.606015 0.982397
0.866489 0.983673
0.860078 0.98617
1.601259 0.986796
1.653252 0.987059
1.590107 0.988074
1.802471 0.989281
1.319088 0.989453
1.667971 0.991969
1.746576 0.992833
1.63806 0.99396
1.127826 0.994188
1.787327 0.994738
1.824816 0.995488
1.41739 0.997584
1.657127 1.002209
1.169706 1.002639
1.441202 1.004558
1.409039 1.005848
1.453533 1.005896
1.138526 1.009667
1.616338 1.010569
0.858544 1.013345
1.150973 1.014075
1.443565 1.01505
1.927208 1.015295
1.504998 1.01536
1.379621 1.01599
1.47222 1.016336
1.410431 1.017733
1.475326 1.01884
1.378736 1.019098
1.739156 1.01965
1.418813 1.019896
1.791307 1.021813
1.401893 1.022957
1.303727 1.024817
1.35493 1.026905
1.361027 1.027418
1.710025 1.027736
1.743169 1.027921
1.466038 1.02894
1.772863 1.029769
1.927208 1.030659
1.698685 1.03172
1.927208 1.032247
1.473799 1.034114
1.363779 1.034989
1.16741 1.0354
1.325079 1.037865
1.776081 1.039433
1.307247 1.039524
1.811629 1.03957
1.328442 1.040118
1.234898 1.042282
1.401085 1.042795
1.178789 1.042895
1.325085 1.043143
1.787327 1.045227
1.199378 1.046264
1.191613 1.046278
1.339982 1.046801
1.848827 1.047328
1.280301 1.047647
1.209637 1.047962
1.197516 1.04806
1.243384 1.049125
1.571944 1.049404
1.334242 1.049438
1.210564 1.04958
1.305599 1.049597
1.462658 1.050299
1.31329 1.050383
1.281497 1.050671
1.195828 1.050701
1.290511 1.051053
1.225245 1.056306
1.246885 1.056524
1.276289 1.056588
1.238022 1.056982
1.277654 1.057084
1.275907 1.057611
1.37766 1.057918
1.260932 1.058085
1.236759 1.058465
1.308696 1.058669
1.331578 1.058838
1.799972 1.060532
1.303996 1.061423
1.268347 1.061538
1.275744 1.062934
2.024688 1.063569
1.272957 1.064232
1.220926 1.064482
1.256283 1.064543
1.294861 1.065136
1.246415 1.065153
1.258399 1.06579
1.240489 1.066134
1.338893 1.066184
1.457033 1.066203
1.201901 1.066931
1.749269 1.067227
1.811629 1.067379
0.944132 1.067845
1.261517 1.068079
1.259483 1.070133
1.284247 1.070488
1.401281 1.071632
1.317063 1.072
1.276342 1.072209
1.215814 1.072392
1.224832 1.073005
1.244398 1.074667
1.425433 1.074738
1.290857 1.075379
1.234452 1.075594
1.292403 1.076323
1.253277 1.076378
1.307082 1.076407
1.322282 1.076458
1.232654 1.076703
1.696651 1.076731
1.765686 1.077101
1.250004 1.077285
1.371594 1.077888
1.294294 1.078345
1.683024 1.078389
2.031899 1.078795
1.219713 1.078905
1.214698 1.079195
1.294583 1.079792
1.218852 1.08003
1.256283 1.080372
1.311776 1.080988
1.217455 1.081771
1.282686 1.08204
1.303968 1.082794
1.224832 1.083217
1.247851 1.083346
1.259886 1.083451
1.333042 1.083757
1.301577 1.084139
1.34305 1.084182
1.27076 1.084574
1.24475 1.084945
1.226183 1.084972
1.254194 1.085764
1.284934 1.08605
1.278103 1.086156
1.862878 1.086231
1.232672 1.08642
1.231795 1.08672
1.220389 1.086807
1.221961 1.086839
1.266875 1.086904
1.281463 1.087192
1.269771 1.087408
1.244455 1.087492
1.270322 1.0877
1.298173 1.088113
1.363991 1.088232
1.323348 1.088266
1.290527 1.088469
1.286423 1.088621
1.273055 1.089151
1.252414 1.089544
1.254201 1.089796
1.259766 1.090103
1.366119 1.090417
1.290373 1.090471
1.239888 1.090644
1.250139 1.091069
1.240669 1.091239
1.294877 1.091486
1.27893 1.091731
1.293358 1.092159
1.254763 1.092772
1.309314 1.09305
1.254631 1.093199
1.252156 1.093209
1.824816 1.093254
1.231998 1.093946
1.228586 1.094686
2.044262 1.094933
1.240676 1.09539
1.290857 1.096136
1.231998 1.096726
1.292177 1.096783
1.239479 1.097111
1.299884 1.097153
1.311727 1.097337
1.294176 1.097627
1.271267 1.097935
1.240536 1.09869
1.332464 1.098916
1.260737 1.09897
1.30609 1.099213
1.317858 1.099684
1.271581 1.100486
0.360891 1.10054
1.305927 1.100919
1.291373 1.101608
1.27517 1.101996
1.238059 1.10202
1.304601 1.102819
1.358138 1.103765
1.360005 1.103784
1.312642 1.104083
1.30315 1.104698
1.24031 1.104938
1.278168 1.105269
1.292122 1.105825
1.248112 1.106156
1.275551 1.106473
1.296907 1.106892
1.256846 1.108055
1.272507 1.108087
1.308085 1.108217
1.24349 1.108519
1.292998 1.108926
1.271624 1.109678
1.266955 1.11012
1.260326 1.110888
1.273981 1.110913
1.308571 1.112183
1.320717 1.112394
1.285979 1.11259
1.286946 1.113585
1.330085 1.113843
0.339308 1.114745
1.286674 1.115032
1.261419 1.115268
1.335216 1.117118
1.266466 1.117366
1.420202 1.118028
1.274347 1.118519
1.325793 1.11908
1.261829 1.120476
1.264718 1.120619
1.292963 1.12269
1.304601 1.122708
1.259753 1.123554
1.293921 1.12388
1.275973 1.123992
1.280108 1.124138
1.273562 1.124335
1.862878 1.124365
1.26855 1.124797
1.277632 1.125525
1.309797 1.125636
1.266552 1.126101
1.316458 1.126618
1.27107 1.127438
1.282406 1.127803
1.282877 1.128085
0.980615 1.129509
1.293821 1.130257
1.284645 1.130662
1.298091 1.132019
1.30021 1.132311
1.307645 1.132507
1.272411 1.133099
1.295057 1.133271
1.302078 1.133988
1.294533 1.134815
1.28621 1.1354
1.291692 1.135552
1.281319 1.13715
1.278429 1.137328
1.298616 1.137743
1.277945 1.138011
1.293837 1.138099
1.310091 1.138993
1.325684 1.140191
0.248438 1.140581
1.890175 1.140621
1.291496 1.141917
1.301043 1.142502
1.310858 1.142811
1.346661 1.146367
1.312158 1.147337
1.29967 1.148685
1.300903 1.149339
1.319789 1.149689
1.016765 1.153363
1.310615 1.156017
1.304721 1.15796
1.298061 1.159331
1.326543 1.162803
1.020322 1.170091
1.319864 1.172651
1.0455 1.1777
2.190322 1.178023
2.050725 1.180906
1.330087 1.181518
1.347748 1.182646
1.035147 1.182749
1.052995 1.183111
1.046959 1.184336
1.061924 1.191297
1.061031 1.192452
2.130554 1.193821
1.336031 1.193997
1.457212 1.194046
1.050571 1.194572
1.955831 1.195385
1.801435 1.196703
1.069437 1.198653
1.046184 1.198965
1.06668 1.199801
1.071743 1.200011
1.076292 1.201123
1.064526 1.201296
1.063242 1.202567
1.051314 1.202681
1.404375 1.205406
1.064005 1.20602
2.029173 1.208025
1.068816 1.208875
1.064469 1.20991
1.075642 1.210491
1.081211 1.211207
1.082318 1.211505
1.02115 1.211838
1.08664 1.212184
1.078806 1.21272
1.865945 1.213437
1.086359 1.214668
1.061884 1.216328
1.077026 1.216492
1.067672 1.217162
1.063737 1.217515
1.926691 1.217859
1.092124 1.217947
1.023508 1.218732
1.078866 1.218827
1.837236 1.219398
1.08787 1.221151
1.081465 1.223843
1.069602 1.223865
1.099663 1.226162
1.093246 1.226697
1.097956 1.226697
1.914706 1.226963
1.020745 1.228028
1.037832 1.2285
1.0752 1.229129
1.097374 1.229886
1.08698 1.230099
1.097008 1.230631
1.017017 1.230729
1.023508 1.230961
1.941431 1.23123
1.086023 1.231279
1.059009 1.231413
1.097579 1.231734
1.084474 1.231772
1.085012 1.232
1.454759 1.23288
1.072528 1.233209
1.065826 1.233418
1.103153 1.234
1.105132 1.234124
1.018461 1.235028
1.108341 1.235058
1.074333 1.235195
1.094861 1.235685
1.984586 1.236051
1.106472 1.236153
1.107855 1.236299
1.083793 1.236515
1.065014 1.237148
1.105082 1.237274
1.532951 1.237387
1.037412 1.238519
1.104644 1.238769
1.096415 1.239235
1.061647 1.239341
1.084873 1.240094
1.05145 1.24023
1.078662 1.240255
1.060589 1.240414
1.046292 1.240424
1.113467 1.240535
1.051312 1.240913
1.858877 1.241015
1.112774 1.242351
1.111063 1.242487
1.058484 1.242597
1.088376 1.242879
1.113412 1.242942
1.078067 1.243797
2.107569 1.244373
1.087523 1.244405
1.110611 1.244417
1.070218 1.244604
1.019826 1.244768
1.110234 1.244887
1.095568 1.24532
1.111713 1.245792
1.084524 1.246406
1.072588 1.246832
2.018925 1.246914
1.109196 1.246994
1.10493 1.247173
1.095067 1.248608
1.101589 1.249445
1.114759 1.249572
1.077203 1.249762
1.08353 1.250092
1.077501 1.250199
1.100882 1.250306
1.118665 1.250316
1.027067 1.251169
1.115249 1.251978
1.603895 1.25254
1.544398 1.252773
1.092704 1.252946
1.123257 1.253293
1.068126 1.253305
1.063824 1.25338
1.111448 1.254502
1.808283 1.255008
1.672051 1.255609
1.120121 1.255654
1.128284 1.256317
1.983442 1.256877
1.441697 1.256908
1.06865 1.25746
1.060003 1.257619
1.088189 1.257937
1.108396 1.259939
1.439457 1.260059
1.130613 1.260128
1.105219 1.26018
1.117715 1.260281
1.124776 1.260312
1.026028 1.260326
1.086434 1.260418
1.087959 1.260607
1.117131 1.260612
1.113067 1.261407
1.103398 1.261576
1.10724 1.26169
1.119916 1.26307
1.077046 1.263652
1.111891 1.263774
1.075051 1.264386
1.102874 1.26451
1.110226 1.265448
0.926322 1.265487
1.437647 1.265588
1.135825 1.265619
0.981528 1.265753
1.083426 1.265906
2.140695 1.266471
1.13408 1.266701
1.043769 1.266893
1.079441 1.267598
1.424648 1.267981
1.110789 1.268339
1.059616 1.26874
1.078319 1.269479
1.923862 1.269894
1.041807 1.27076
1.120121 1.270919
1.140716 1.271011
1.067684 1.271191
1.110751 1.271202
1.088219 1.271519
1.081686 1.272301
1.088696 1.272432
1.12692 1.272468
1.086642 1.273937
1.145154 1.273976
2.014076 1.274078
1.097304 1.274362
1.104867 1.27456
1.982149 1.276368
1.088368 1.276417
1.118888 1.276612
1.467842 1.276842
1.061201 1.276958
1.14106 1.277164
1.123856 1.277317
1.972604 1.27804
1.429481 1.278115
1.853505 1.278225
1.118425 1.278267
1.139154 1.27861
1.134448 1.27893
1.898608 1.279125
1.144779 1.279321
1.11457 1.279519
1.079313 1.279677
1.015155 1.279915
1.120808 1.28044
1.466908 1.281242
1.029707 1.281282
1.123499 1.281304
1.047523 1.281881
1.145132 1.282027
1.079313 1.282184
1.068569 1.282396
1.11809 1.282992
1.076029 1.283356
1.808283 1.283397
1.436549 1.283593
1.100167 1.283698
1.437048 1.284523
1.143236 1.284854
1.151703 1.285085
1.149727 1.285243
1.109587 1.285605
1.471711 1.285631
1.079313 1.286744
2.014076 1.286888
1.15141 1.287186
1.031216 1.287431
1.898608 1.287795
1.098008 1.288058
1.441697 1.288397
1.982214 1.288898
1.94011 1.289144
1.108002 1.289937
2.153126 1.290581
1.143266 1.290732
1.142345 1.291215
1.148736 1.291483
1.966156 1.292309
1.074625 1.292564
1.52027 1.293679
1.590529 1.293765
1.521263 1.293768
1.100442 1.294222
1.001255 1.29439
1.817752 1.295189
1.087908 1.29566
1.162851 1.296433
1.489742 1.29663
2.02594 1.297351
1.447864 1.297561
1.446029 1.29766
1.464781 1.297839
1.125922 1.298013
1.128876 1.298144
1.575718 1.298314
1.064388 1.298592
1.114581 1.299052
1.617656 1.29947
1.085677 1.299683
1.451205 1.300091
1.025835 1.300134
1.453343 1.300763
2.059474 1.300979
1.860923 1.301067
1.09722 1.301627
1.154108 1.302458
1.118338 1.303127
1.11022 1.303145
1.590529 1.303222
1.105662 1.303997
2.011013 1.304024
1.955202 1.304145
1.126142 1.304374
1.117924 1.304885
1.469558 1.305807
1.076258 1.306016
1.085867 1.306445
1.532951 1.306807
1.993007 1.306946
1.076029 1.307474
1.08944 1.307611
1.100857 1.307769
1.471461 1.307774
1.105215 1.308157
1.548666 1.308486
1.117701 1.309007
1.508227 1.309386
1.480917 1.310094
1.09263 1.310479
1.15351 1.310637
1.060341 1.310806
1.156286 1.311138
1.471106 1.311649
1.784629 1.312345
1.474109 1.312676
1.466363 1.312687
1.061538 1.313817
2.892877 1.313929
1.148083 1.313984
1.088418 1.314156
1.100276 1.314167
1.120754 1.314298
1.103409 1.315119
1.174966 1.31523
1.698808 1.315676
1.475973 1.317082
1.107274 1.317413
1.508308 1.317459
1.515096 1.317691
1.0351 1.317901
1.478168 1.318414
1.523169 1.31942
1.064777 1.319672
1.126849 1.319974
1.476708 1.319993
1.115441 1.32059
1.153116 1.320681
1.171203 1.321467
1.491984 1.322037
1.486322 1.322923
1.110028 1.323369
1.485479 1.323555
1.170231 1.326166
1.086371 1.327142
1.488615 1.327173
1.153402 1.32743
1.182734 1.328032
1.493113 1.328473
1.110713 1.32909
1.135574 1.32955
1.091854 1.330316
1.091205 1.330388
1.626938 1.331312
1.509256 1.331976
1.183226 1.332639
1.06386 1.333289
1.081365 1.333388
1.723698 1.333576
1.524092 1.334574
1.076596 1.335375
1.202075 1.335511
1.101835 1.335711
1.489885 1.336348
1.492979 1.336466
1.041614 1.336926
1.573053 1.336985
1.049868 1.337004
1.4938 1.337041
1.014267 1.337055
1.523052 1.337305
1.847977 1.337391
1.051842 1.338525
1.499347 1.338559
1.16481 1.338831
1.793467 1.338834
0.981836 1.339519
1.540914 1.339751
1.568709 1.339978
1.061614 1.340363
1.518202 1.340519
1.508227 1.341268
1.090333 1.341668
1.572779 1.342268
1.088297 1.342324
1.083797 1.342629
1.501818 1.344659
1.508415 1.344732
1.567414 1.344917
1.532927 1.345295
1.006503 1.345912
1.599299 1.346046
1.572007 1.346686
1.028647 1.346743
1.602746 1.347656
1.128752 1.347975
1.777772 1.348011
1.535167 1.348016
1.541356 1.348744
1.208542 1.348841
1.529974 1.349102
1.505058 1.349673
1.53918 1.350128
1.516694 1.350182
1.066609 1.350267
1.033197 1.351366
1.509797 1.351386
1.036514 1.352455
1.100442 1.354145
1.784629 1.354148
1.715139 1.354375
1.515241 1.354468
1.509392 1.35592
1.517635 1.355982
1.511417 1.357561
1.044989 1.357736
1.698808 1.357882
1.136337 1.357895
1.549541 1.358341
1.525983 1.359279
1.763861 1.359379
1.517335 1.359822
1.557174 1.360118
1.514539 1.360329
1.517057 1.363498
1.012485 1.363608
1.087679 1.365034
1.521726 1.365562
1.796188 1.366529
1.074387 1.366987
1.537401 1.367217
1.558058 1.36724
1.226262 1.367291
1.626972 1.368855
1.233461 1.369078
1.817251 1.371902
1.715139 1.372134
1.620187 1.372894
1.539323 1.373015
1.585676 1.373792
1.532584 1.375116
1.563842 1.375452
1.533426 1.375568
1.54217 1.376119
1.532392 1.376966
1.689747 1.377305
1.665144 1.378128
1.548039 1.379354
1.075451 1.380071
1.543955 1.380564
1.137179 1.381775
1.603426 1.38185
1.675195 1.38249
1.647936 1.382997
1.538212 1.384789
1.224535 1.38633
1.012049 1.387116
1.069411 1.388673
1.552361 1.389113
1.542898 1.389285
1.561612 1.389895
1.250311 1.390133
1.238131 1.393335
1.012244 1.393501
0.994122 1.395102
2.019811 1.395689
1.749614 1.396271
1.632364 1.396301
1.577921 1.39937
1.559009 1.400798
1.566715 1.401202
1.681517 1.402473
1.241136 1.404583
1.564842 1.404836
1.642031 1.405487
1.567745 1.405692
1.266951 1.406776
1.236559 1.407896
1.577608 1.408187
1.61153 1.409156
1.617733 1.40918
1.619879 1.409848
1.250687 1.410287
0.986943 1.411351
1.937935 1.411775
1.724181 1.412106
1.598109 1.413173
1.864061 1.414959
0.921474 1.414969
1.586969 1.417561
1.595609 1.420696
1.251018 1.421949
1.600017 1.422005
1.624977 1.422019
1.615032 1.423462
1.580864 1.424296
1.58372 1.426509
1.266571 1.430455
1.662021 1.430511
1.620114 1.431326
1.275266 1.432374
1.271488 1.432711
1.237843 1.433357
1.600407 1.433384
1.276525 1.434734
1.687457 1.436525
0.944407 1.437083
1.64323 1.438343
1.614359 1.439173
1.813625 1.439931
1.647601 1.441115
1.026859 1.441791
1.072361 1.442844
1.600591 1.443712
1.801376 1.444598
1.62293 1.444677
1.015173 1.445523
1.653606 1.445748
1.603144 1.445894
1.67833 1.44614
1.30585 1.44653
1.309332 1.449074
1.60619 1.449389
1.64323 1.44958
1.019204 1.45397
1.734697 1.454891
1.700216 1.455252
1.620958 1.455266
1.625757 1.455477
0.942865 1.45657
1.665144 1.456774
1.284903 1.456932
1.011018 1.459035
1.724181 1.45904
1.20706 1.459766
1.268069 1.460025
1.812702 1.462287
1.271554 1.462984
1.291445 1.465404
1.296151 1.46633
1.700162 1.467085
1.322802 1.467295
1.651756 1.467409
2.105097 1.468051
1.750376 1.468271
1.68879 1.468825
1.32314 1.469491
0.973661 1.470154
1.327307 1.470638
1.325348 1.471019
1.256684 1.47121
1.296858 1.471292
1.653758 1.47169
1.275709 1.471704
1.706948 1.47225
1.319165 1.473573
1.301903 1.474186
1.654592 1.475461
1.689657 1.476932
1.322883 1.478036
0.965143 1.478086
1.718077 1.47894
1.72492 1.478994
1.325273 1.479855
1.283713 1.48092
1.277383 1.481039
1.719878 1.481577
1.336156 1.484133
1.343648 1.484594
1.658026 1.485299
1.339573 1.485635
1.330256 1.486065
1.296407 1.486068
1.786935 1.48651
1.690597 1.488532
1.295974 1.489643
1.329039 1.48997
1.29701 1.492855
1.979378 1.493038
1.268899 1.496978
1.251805 1.496987
1.309733 1.497869
1.326444 1.497928
1.353978 1.498432
1.255453 1.498451
0.994701 1.498945
1.667922 1.499124
1.724181 1.500213
1.295916 1.503586
1.353382 1.505111
1.347095 1.505773
1.668431 1.506766
0.885511 1.507132
1.363605 1.507492
1.33072 1.508084
1.782685 1.508671
1.358375 1.509941
0.941815 1.510215
1.323133 1.510433
1.291786 1.510686
1.367679 1.511529
1.698808 1.51205
1.303136 1.512192
1.320063 1.51253
1.078038 1.513261
1.805283 1.513535
1.684608 1.514751
1.679244 1.514765
1.372594 1.515153
1.744213 1.515642
1.740499 1.516578
1.355032 1.517221
1.687784 1.518602
1.241732 1.51889
1.3654 1.520041
1.32492 1.520512
1.300422 1.520879
1.370635 1.521263
1.35493 1.521546
1.025842 1.521549
1.348652 1.521811
1.686894 1.522068
1.729743 1.523983
1.327267 1.524048
1.31333 1.524261
1.34328 1.524439
1.376676 1.525244
1.341913 1.526897
1.380442 1.528029
1.733373 1.528345
1.361971 1.529293
1.699558 1.529314
1.372879 1.530124
1.699822 1.532
0.936471 1.532345
2.019811 1.533068
1.384706 1.534395
1.364004 1.534463
1.824413 1.534515
1.739508 1.534538
1.329995 1.534656
1.339943 1.535344
1.733489 1.535615
0.993115 1.535626
1.350105 1.535766
1.32668 1.535821
1.703429 1.536023
1.013402 1.536385
1.066356 1.536772
1.392548 1.536853
1.382464 1.537021
1.383414 1.537413
1.392286 1.538597
1.703725 1.538883
1.751647 1.539394
1.388302 1.539473
0.998577 1.540453
1.395253 1.540766
1.363039 1.541356
1.342664 1.542425
1.387439 1.542734
1.310771 1.542946
1.334057 1.543264
1.762109 1.54378
1.316137 1.544102
1.715081 1.544291
1.38245 1.544521
1.707684 1.544773
1.338852 1.545193
1.887484 1.545435
1.351283 1.545609
1.385346 1.545757
1.389714 1.547167
1.369931 1.54728
1.726009 1.547477
1.399974 1.547504
1.384054 1.548647
1.728049 1.551285
1.394014 1.551333
1.349133 1.551632
1.79061 1.552838
1.329072 1.553764
1.3827 1.554114
1.368475 1.554153
1.725632 1.554528
1.325926 1.555026
1.812329 1.555075
1.408381 1.555413
1.331316 1.557349
1.357572 1.558111
1.388359 1.558171
1.765683 1.558396
1.03149 1.560216
1.727753 1.560225
1.360064 1.560578
1.405303 1.560661
1.334489 1.561016
1.387448 1.561081
1.377307 1.562304
1.385994 1.562353
1.412678 1.562432
1.406328 1.563136
1.360936 1.563344
1.416076 1.563804
1.760526 1.564429
1.398141 1.56485
1.762844 1.565126
1.786841 1.565475
1.36046 1.565849
1.398114 1.566147
1.734243 1.567116
1.422078 1.567631
1.341449 1.567698
1.868349 1.567824
1.766184 1.568177
1.769934 1.569171
0.962158 1.57036
1.388251 1.570852
1.771087 1.570964
1.358143 1.571095
1.04621 1.571231
1.899691 1.571645
1.04997 1.571856
1.418824 1.573512
1.349231 1.57373
1.407966 1.574863
1.335471 1.575276
1.394018 1.575518
1.750461 1.57658
1.814607 1.576998
1.776748 1.577465
1.812531 1.578187
1.349559 1.580103
1.366857 1.580461
1.39741 1.581452
1.384279 1.581493
1.372253 1.58207
1.318754 1.582156
1.432464 1.582192
1.389911 1.582478
1.387196 1.582494
1.412222 1.583959
1.763861 1.58506
1.801672 1.586934
1.441225 1.588056
1.422005 1.588974
1.396267 1.590408
1.417503 1.590427
1.832678 1.591526
1.783881 1.591741
1.854044 1.592519
1.430093 1.592954
1.774464 1.592974
1.328316 1.592988
1.81614 1.593836
1.850106 1.594493
1.792681 1.594948
0.983527 1.595148
1.782498 1.596967
2.074199 1.597453
1.438232 1.597868
1.847703 1.599438
1.449745 1.599679
1.004049 1.59997
0.836284 1.602364
1.812216 1.603417
1.363671 1.60353
1.838017 1.603576
1.381773 1.604034
1.86282 1.604388
1.352228 1.604447
1.407195 1.604574
1.426314 1.605949
1.796672 1.606205
1.309258 1.606933
1.881373 1.607198
1.795054 1.608945
1.457713 1.60911
1.814559 1.611406
1.458547 1.612094
1.800189 1.612159
1.421617 1.613166
1.796188 1.614044
1.408621 1.614765
1.345584 1.616537
1.459179 1.6166
1.389378 1.61699
1.797831 1.618122
1.025674 1.618208
1.060494 1.618536
1.812057 1.618689
1.876963 1.618776
1.301561 1.619063
1.463089 1.620079
1.309386 1.620393
1.329848 1.620594
1.822242 1.620689
1.795945 1.621085
1.036237 1.621524
1.468458 1.621727
1.003924 1.621808
1.81324 1.622088
1.464837 1.623033
1.388231 1.6232
1.464957 1.624213
1.807059 1.625018
1.457744 1.62606
1.100453 1.626103
1.816484 1.626259
1.463471 1.626574
1.476883 1.627682
1.839672 1.628334
1.817939 1.628864
1.46404 1.628903
1.804019 1.630416
1.838444 1.630952
1.419215 1.631379
1.843491 1.631435
1.808209 1.632606
1.337041 1.63322
1.44367 1.63353
1.478388 1.63372
1.35469 1.633734
1.468972 1.634304
1.884807 1.635647
1.343688 1.635875
1.48308 1.63681
1.461634 1.637109
1.808876 1.638683
1.47261 1.639234
1.910718 1.641753
1.438077 1.642065
1.480384 1.642773
1.922382 1.643639
1.479585 1.643706
1.468534 1.644272
1.385655 1.645007
1.380442 1.645165
1.32039 1.645574
1.362323 1.645627
1.829034 1.646298
2.118031 1.646509
1.872578 1.646935
1.466262 1.648998
1.912655 1.650584
1.045806 1.650643
1.478829 1.651614
1.431198 1.651756
1.401724 1.652616
1.870307 1.652846
1.46988 1.653125
1.39132 1.654011
1.50393 1.654883
1.847857 1.655868
1.024275 1.656236
1.848864 1.657114
1.494449 1.659175
1.920109 1.659354
1.482731 1.660252
1.447741 1.660526
1.4505 1.661745
1.478689 1.663255
1.371715 1.663359
1.897255 1.664287
1.494796 1.665369
1.511345 1.665543
1.508671 1.666018
1.937813 1.667173
1.880659 1.667229
1.893216 1.669124
1.267051 1.669237
1.496552 1.669299
1.472761 1.670283
1.859518 1.670672
1.510422 1.670801
