zphoto zspec
0.38822 0.507736
0.40715 0.50786
0.28372 0.508095
0.275336 0.508259
0.373502 0.508317
0.388343 0.508345
0.420032 0.508534
0.212635 0.508705
0.382416 0.508814
0.383048 0.508894
0.307515 0.508927
0.333447 0.509251
0.2854 0.509383
0.418278 0.509418
0.256949 0.509478
0.319252 0.50963
0.296066 0.509924
0.315547 0.509957
0.385575 0.510228
0.252318 0.510259
0.250772 0.510428
0.276966 0.511102
0.258128 0.51177
0.370486 0.511876
0.327933 0.51202
0.310085 0.512057
0.371122 0.512594
0.258128 0.512627
0.373809 0.512844
0.361258 0.512976
0.301337 0.512995
0.369163 0.514469
0.379406 0.51465
0.37064 0.514814
0.339002 0.51508
0.312451 0.515238
0.362841 0.515297
0.314502 0.515312
0.41782 0.515587
0.333699 0.51572
0.365743 0.515813
0.212688 0.516072
0.398239 0.516086
0.147606 0.516203
0.285121 0.516593
0.248954 0.516638
0.350409 0.516909
0.308778 0.51697
0.371122 0.517223
0.421406 0.517295
0.212843 0.517428
0.405003 0.518445
0.346967 0.518611
0.281223 0.518686
0.281608 0.518837
0.37832 0.518914
0.251337 0.518956
0.281572 0.519271
0.277794 0.519652
2.682173 0.519685
0.361662 0.519861
0.27116 0.520262
0.378667 0.520275
0.620619 0.520463
0.218938 0.520576
0.284328 0.521184
0.367324 0.521373
0.306342 0.52142
0.348053 0.521556
0.373607 0.5216
0.30194 0.521721
0.348053 0.521957
0.340026 0.522097
0.287438 0.522139
0.366104 0.522774
0.174676 0.522779
0.418147 0.522987
0.404292 0.523309
0.19673 0.523359
0.374067 0.523695
0.373325 0.523715
0.276351 0.523737
0.340268 0.523782
0.191821 0.523984
