z_photo
0.0747627142857143
0.1622120476190476
0.25448631555555556
0.354929426150121
0.4534797657480315
0.5460549102040817
0.6479222
0.7533717916666666
0.8521566363636364
0.9626727500000002
1.0654534454976305
1.134064037313433
1.259208515837104
1.3442856060606063
1.4515349921874998
1.5521981011235957
1.6513823837209303
1.7502969591836732
1.85149677245509
1.9466075555555555
2.048569645833333
2.1485761686746985
2.2558759999999998
2.34070996875
2.4500106097560974
2.545935375
2.640314882352941
2.7429905384615383
2.8383142
2.932082916666667
